DATA_BASE;FAIXA_DESENROLA;UNIDADE_FEDERACAO;COD_CONGLOMERADO_FINANCEIRO;NOME_CONGLOMERADO_FINANCEIRO;NUMERO_OPERACOES;VOLUME_OPERACOES
202310;1;RS;49906;BB;250;137828,84
202310;1;RS;30290;BMG;543;458951,28
202310;1;RS;10045;BRADESCO;421;311336,58
202310;1;RS;49944;BTG PACTUAL;1047;806802,04
202310;1;RS;52072;C6 BANK;182;120280,31
202310;1;RS;51626;CAIXA ECONÔMICA FEDERAL;687;434322,05
202310;1;RS;2466552;CC SICOOB VALE SUL;1;783,28
202310;1;RS;78825270;CCLA MAXI ALFA;3;2962,98
202310;1;RS;2090126;CCLA SICOOB VALCREDI SUL;1;2691,12
202310;1;RS;81014060;CCLAA ITAIPU SICOOB CREDITAIPU;1;1289,26
202310;1;RS;78862083;COOP NOVOS CAMPOS;1;4203,69
202310;1;RS;51884;INTER;2095;1557073,03
202310;1;RS;10069;ITAU;569;402906,31
202310;1;RS;52058;NUBANK;3101;2066527,69
202310;1;RS;30379;SANTANDER;605;388939,86
202310;1;RS;3632872;SICOOB CREDISUL;2;2169,42
202310;1;RS;51011;VOTORANTIM;41;40798,48
202310;1;SC;51750;BANCO SICOOB;14;8625,60
202310;1;SC;49906;BB;145;87959,56
202310;1;SC;30290;BMG;240;198778,43
202310;1;SC;10045;BRADESCO;267;187044,91
202310;1;SC;49944;BTG PACTUAL;524;424600,60
202310;1;SC;52072;C6 BANK;95;77812,04
202310;1;SC;51626;CAIXA ECONÔMICA FEDERAL;223;155022,12
202310;1;SC;85291086;CC LITORÂNEA;4;3197,99
202310;1;SC;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;1256,70
202310;1;SC;86829827;CCLA DO VALE;2;2365,84
202310;1;SC;78825270;CCLA MAXI ALFA;18;26357,90
202310;1;SC;2090126;CCLA SICOOB VALCREDI SUL;1;1082,82
202310;1;SC;51884;INTER;911;782510,43
202310;1;SC;10069;ITAU;227;181693,47
202310;1;SC;52058;NUBANK;1416;989533,45
202310;1;SC;30379;SANTANDER;212;150676,61
202310;1;SC;51011;VOTORANTIM;24;24361,35
202310;1;SE;51750;BANCO SICOOB;1;1039,97
202310;1;SE;49906;BB;80;42454,83
202310;1;SE;30290;BMG;132;93106,59
202310;1;SE;10045;BRADESCO;86;58602,32
202310;1;SE;49944;BTG PACTUAL;259;197429,51
202310;1;SE;52072;C6 BANK;30;23683,25
202310;1;SE;51626;CAIXA ECONÔMICA FEDERAL;164;114569,09
202310;1;SE;51884;INTER;610;415918,63
202310;1;SE;10069;ITAU;77;59503,75
202310;1;SE;52058;NUBANK;839;505688,43
202310;1;SE;30379;SANTANDER;104;71328,14
202310;1;SE;51011;VOTORANTIM;4;2080,28
202310;1;SP;51750;BANCO SICOOB;25;18423,55
202310;1;SP;49906;BB;1258;745585,73
202310;1;SP;30290;BMG;3194;2538381,71
202310;1;SP;10045;BRADESCO;4237;2820529,91
202310;1;SP;49944;BTG PACTUAL;6811;5259486,79
202310;1;SP;52072;C6 BANK;1247;804786,01
202310;1;SP;51626;CAIXA ECONÔMICA FEDERAL;2537;1661333,85
202310;1;SP;51884;INTER;11470;8615671,08
202310;1;SP;10069;ITAU;6055;4251327,84
202310;1;SP;52058;NUBANK;20874;13373336,21
202310;1;SP;30379;SANTANDER;4915;3373538,42
202310;1;SP;51011;VOTORANTIM;240;205324,09
202310;1;TO;51750;BANCO SICOOB;1;387,71
202310;1;TO;49906;BB;67;29971,24
202310;1;TO;30290;BMG;55;30617,49
202310;1;TO;10045;BRADESCO;57;37961,59
202310;1;TO;49944;BTG PACTUAL;112;74874,28
202310;1;TO;52072;C6 BANK;17;11380,88
202310;1;TO;51626;CAIXA ECONÔMICA FEDERAL;50;30784,41
202310;1;TO;51884;INTER;260;180051,88
202310;1;TO;10069;ITAU;45;34437,93
202310;1;TO;52058;NUBANK;443;262790,39
202310;1;TO;30379;SANTANDER;24;15219,15
202310;1;TO;51011;VOTORANTIM;1;585,91
202310;2;AC;49906;BB;44;544815,97
202310;2;AC;17351180;BCO TRIANGULO S.A.;36;51858,64
202310;2;AC;10045;BRADESCO;10;32715,37
202310;2;AC;51626;CAIXA ECONÔMICA FEDERAL;24;51108,91
202310;2;AC;10069;ITAU;19;77770,12
202310;2;AC;30379;SANTANDER;33;169439,36
202310;2;AC;51011;VOTORANTIM;6;51666,23
202310;2;AL;49906;BB;96;422799,53
202310;2;AL;17351180;BCO TRIANGULO S.A.;39;46406,45
202310;2;AL;10045;BRADESCO;42;347928,85
202310;2;AL;49944;BTG PACTUAL;5;17558,75
202310;2;AL;51626;CAIXA ECONÔMICA FEDERAL;91;130830,84
202310;2;AL;51884;INTER;8;53921,59
202310;2;AL;10069;ITAU;209;707126,72
202310;2;AL;30379;SANTANDER;204;938211,84
202310;2;AL;51011;VOTORANTIM;21;112384,65
202310;2;AM;49906;BB;78;590165,16
202310;2;AM;17351180;BCO TRIANGULO S.A.;76;92064,40
202310;2;AM;10045;BRADESCO;227;2676409,79
202310;2;AM;49944;BTG PACTUAL;11;61807,74
202310;2;AM;51626;CAIXA ECONÔMICA FEDERAL;51;68786,25
202310;2;AM;51884;INTER;12;76205,13
202310;2;AM;10069;ITAU;217;572131,66
202310;2;AM;30379;SANTANDER;297;1443012,67
202310;2;AM;51011;VOTORANTIM;21;168309,67
202310;2;AP;49906;BB;67;458124,02
202310;2;AP;17351180;BCO TRIANGULO S.A.;9;12697,26
202310;2;AP;10045;BRADESCO;16;148031,19
202310;2;AP;49944;BTG PACTUAL;3;7392,52
202310;2;AP;51626;CAIXA ECONÔMICA FEDERAL;10;7750,73
202310;2;AP;51884;INTER;1;2109,36
202310;2;AP;10069;ITAU;27;72230,05
202310;2;AP;30379;SANTANDER;49;333104,94
202310;2;AP;51011;VOTORANTIM;2;4822,36
202310;2;BA;49906;BB;475;3147168,94
202310;2;BA;13009717;BCO DO EST. DE SE S.A.;2;3290,59
202310;2;BA;17351180;BCO TRIANGULO S.A.;121;158614,57
202310;2;BA;10045;BRADESCO;372;4156346,95
202310;2;BA;49944;BTG PACTUAL;12;37084,49
202310;2;BA;51626;CAIXA ECONÔMICA FEDERAL;330;432705,60
202310;2;BA;51884;INTER;25;87441,28
202310;2;BA;10069;ITAU;1004;3045502,33
202310;2;BA;30379;SANTANDER;1151;6677524,47
202310;2;BA;51011;VOTORANTIM;63;330710,10
202310;2;CE;49906;BB;294;2772238,87
202310;2;CE;17351180;BCO TRIANGULO S.A.;59;70115,55
202310;2;CE;10045;BRADESCO;244;3127565,00
202310;2;CE;49944;BTG PACTUAL;7;54218,98
202310;2;CE;51626;CAIXA ECONÔMICA FEDERAL;193;267122,00
202310;2;CE;51884;INTER;21;95854,91
202310;2;CE;10069;ITAU;485;1499938,22
202310;2;CE;30379;SANTANDER;617;3249997,46
202310;2;CE;51011;VOTORANTIM;52;243515,73
202310;2;DF;49906;BB;100;673349,20
202310;2;DF;17351180;BCO TRIANGULO S.A.;32;42869,23
202310;2;DF;10045;BRADESCO;83;1339295,59
202310;2;DF;49944;BTG PACTUAL;5;24245,55
202310;2;DF;51626;CAIXA ECONÔMICA FEDERAL;128;256274,46
202310;2;DF;51884;INTER;14;66920,90
202310;2;DF;10069;ITAU;288;938477,39
202310;2;DF;30379;SANTANDER;325;2450421,86
202310;2;DF;51011;VOTORANTIM;40;174524,20
202310;2;ES;49906;BB;83;489251,94
202310;2;ES;17351180;BCO TRIANGULO S.A.;35;62097,53
202310;2;ES;10045;BRADESCO;62;581289,13
202310;2;ES;49944;BTG PACTUAL;8;36266,87
202310;2;ES;51626;CAIXA ECONÔMICA FEDERAL;95;165973,49
202310;2;ES;51884;INTER;12;60292,22
202310;2;ES;10069;ITAU;204;656908,18
202310;2;ES;30379;SANTANDER;291;1534498,12
202310;2;ES;51011;VOTORANTIM;33;175189,42
202310;2;GO;49906;BB;201;1456721,52
202310;2;GO;17351180;BCO TRIANGULO S.A.;39;42205,74
202310;2;GO;10045;BRADESCO;187;2566352,40
202310;2;GO;49944;BTG PACTUAL;9;24528,62
202310;2;GO;51626;CAIXA ECONÔMICA FEDERAL;278;512977,40
202310;2;GO;51884;INTER;13;45203,59
202310;2;GO;10069;ITAU;541;1598014,50
202310;2;GO;30379;SANTANDER;418;2945551,03
202310;2;GO;51011;VOTORANTIM;67;553985,68
202310;2;MA;49906;BB;334;2067064,20
202310;2;MA;17351180;BCO TRIANGULO S.A.;39;62885,12
202310;2;MA;10045;BRADESCO;146;1367764,56
202310;2;MA;49944;BTG PACTUAL;10;26166,64
202310;2;MA;51626;CAIXA ECONÔMICA FEDERAL;90;128290,78
202310;2;MA;51884;INTER;5;25267,52
202310;2;MA;10069;ITAU;160;391990,04
202310;2;MA;30379;SANTANDER;294;1277807,61
202310;2;MA;51011;VOTORANTIM;36;301261,93
202310;2;MG;49906;BB;529;4100861,61
202310;2;MG;17351180;BCO TRIANGULO S.A.;171;173372,01
202310;2;MG;10045;BRADESCO;412;4939053,10
202310;2;MG;49944;BTG PACTUAL;30;209386,57
202310;2;MG;51626;CAIXA ECONÔMICA FEDERAL;522;750642,85
202310;2;MG;51884;INTER;79;458893,17
202310;2;MG;10069;ITAU;1390;4206825,95
202310;2;MG;30379;SANTANDER;1585;10564638,19
202310;2;MG;51011;VOTORANTIM;208;949515,04
202310;2;MS;49906;BB;125;1211019,70
202310;2;MS;17351180;BCO TRIANGULO S.A.;37;47121,04
202310;2;MS;10045;BRADESCO;135;1758283,70
202310;2;MS;49944;BTG PACTUAL;3;15058,68
202310;2;MS;51626;CAIXA ECONÔMICA FEDERAL;73;150477,23
202310;2;MS;51884;INTER;6;18472,85
202310;2;MS;10069;ITAU;185;578598,13
202310;2;MS;30379;SANTANDER;267;1552968,04
202310;2;MS;51011;VOTORANTIM;68;451632,76
202310;2;MT;49906;BB;187;1494821,33
202310;2;MT;17351180;BCO TRIANGULO S.A.;26;33186,43
202310;2;MT;10045;BRADESCO;117;1367482,06
202310;2;MT;49944;BTG PACTUAL;4;11346,44
202310;2;MT;51626;CAIXA ECONÔMICA FEDERAL;84;154518,07
202310;2;MT;51884;INTER;10;56558,73
202310;2;MT;10069;ITAU;154;493894,06
202310;2;MT;30379;SANTANDER;219;1209373,08
202310;2;MT;51011;VOTORANTIM;53;354179,51
202310;2;PA;49906;BB;269;1606590,54
202310;2;PA;17351180;BCO TRIANGULO S.A.;110;125913,86
202310;2;PA;10045;BRADESCO;168;1942534,18
202310;2;PA;49944;BTG PACTUAL;5;12662,45
202310;2;PA;51626;CAIXA ECONÔMICA FEDERAL;139;177067,70
202310;2;PA;51884;INTER;19;79435,24
202310;2;PA;10069;ITAU;253;815353,41
202310;2;PA;30379;SANTANDER;455;2447611,69
202310;2;PA;51011;VOTORANTIM;44;346989,05
202310;2;PB;49906;BB;162;1134537,04
202310;2;PB;17351180;BCO TRIANGULO S.A.;51;53994,68
202310;2;PB;10045;BRADESCO;107;1323178,62
202310;2;PB;49944;BTG PACTUAL;5;7174,84
202310;2;PB;51626;CAIXA ECONÔMICA FEDERAL;105;197537,58
202310;2;PB;51884;INTER;9;22566,28
202310;2;PB;10069;ITAU;286;935787,77
202310;2;PB;30379;SANTANDER;254;1317996,77
202310;2;PB;51011;VOTORANTIM;39;270465,47
202310;2;PE;49906;BB;255;1713839,75
202310;2;PE;17351180;BCO TRIANGULO S.A.;84;69316,39
202310;2;PE;10045;BRADESCO;252;3861691,08
202310;2;PE;49944;BTG PACTUAL;9;21269,61
202310;2;PE;51626;CAIXA ECONÔMICA FEDERAL;156;191578,65
202310;2;PE;51884;INTER;16;81031,92
202310;2;PE;10069;ITAU;736;2173722,04
202310;2;PE;30379;SANTANDER;753;4454215,09
202310;2;PE;51011;VOTORANTIM;59;348772,64
202310;2;PI;49906;BB;193;1155301,46
202310;2;PI;17351180;BCO TRIANGULO S.A.;17;20310,94
202310;2;PI;10045;BRADESCO;54;426357,77
202310;2;PI;49944;BTG PACTUAL;1;774,29
202310;2;PI;51626;CAIXA ECONÔMICA FEDERAL;101;161956,65
202310;2;PI;51884;INTER;2;4893,33
202310;2;PI;10069;ITAU;108;288494,13
202310;2;PI;30379;SANTANDER;140;544664,33
202310;2;PI;51011;VOTORANTIM;27;200490,52
202310;2;PR;49906;BB;247;2207976,24
202310;2;PR;17351180;BCO TRIANGULO S.A.;101;195432,31
202310;2;PR;10045;BRADESCO;319;5388123,67
202310;2;PR;49944;BTG PACTUAL;17;222860,55
202310;2;PR;51626;CAIXA ECONÔMICA FEDERAL;369;719874,36
202310;2;PR;51884;INTER;24;120624,37
202310;2;PR;10069;ITAU;967;2880137,21
202310;2;PR;30379;SANTANDER;920;6770617,02
202310;2;PR;51011;VOTORANTIM;197;1197283,97
202310;2;RJ;49906;BB;289;2078788,70
202310;2;RJ;17351180;BCO TRIANGULO S.A.;138;263124,34
202310;2;RJ;10045;BRADESCO;672;9821449,64
202310;2;RJ;49944;BTG PACTUAL;36;186138,52
202310;2;RJ;51626;CAIXA ECONÔMICA FEDERAL;393;622462,92
202310;2;RJ;51884;INTER;51;344431,31
202310;2;RJ;10069;ITAU;2913;7426866,45
202310;2;RJ;30379;SANTANDER;2588;18037858,32
202310;2;RJ;51011;VOTORANTIM;212;1280970,77
202310;2;RN;49906;BB;165;1051699,56
202310;2;RN;17351180;BCO TRIANGULO S.A.;60;54193,61
202310;2;RN;10045;BRADESCO;60;646366,54
202310;2;RN;49944;BTG PACTUAL;7;11044,76
202310;2;RN;51626;CAIXA ECONÔMICA FEDERAL;83;140716,21
202310;2;RN;51884;INTER;10;23249,02
202310;2;RN;10069;ITAU;219;552588,12
202310;2;RN;30379;SANTANDER;260;1272689,67
202310;2;RN;51011;VOTORANTIM;35;179942,64
202310;2;RO;49906;BB;75;507047,05
202310;2;RO;17351180;BCO TRIANGULO S.A.;20;19357,55
202310;2;RO;10045;BRADESCO;39;814343,59
202310;2;RO;49944;BTG PACTUAL;3;39757,34
202310;2;RO;51626;CAIXA ECONÔMICA FEDERAL;49;100167,26
202310;2;RO;51884;INTER;5;29711,72
202310;2;RO;10069;ITAU;47;173034,05
202310;2;RO;30379;SANTANDER;97;615145,53
202310;2;RO;51011;VOTORANTIM;16;55866,87
202310;2;RR;49906;BB;45;670728,23
202310;2;RR;17351180;BCO TRIANGULO S.A.;2;3529,72
202310;2;RR;10045;BRADESCO;13;229188,91
202310;2;RR;49944;BTG PACTUAL;1;2005,43
202310;2;RR;51626;CAIXA ECONÔMICA FEDERAL;10;6596,19
202310;2;RR;51884;INTER;2;6932,49
202310;2;RR;10069;ITAU;18;54637,78
202310;2;RR;30379;SANTANDER;37;156665,34
202310;2;RR;51011;VOTORANTIM;6;42383,43
202310;2;RS;49906;BB;227;1371881,33
202310;2;RS;17351180;BCO TRIANGULO S.A.;87;118944,56
202310;2;RS;10045;BRADESCO;148;1752146,66
202310;2;RS;49944;BTG PACTUAL;13;78167,30
202310;2;RS;51626;CAIXA ECONÔMICA FEDERAL;394;740005,00
202310;2;RS;51884;INTER;23;92255,79
202310;2;RS;10069;ITAU;839;2215276,01
202310;2;RS;30379;SANTANDER;859;4647668,21
202310;2;RS;51011;VOTORANTIM;136;928656,88
202310;2;SC;49906;BB;241;1869595,37
202310;2;SC;17351180;BCO TRIANGULO S.A.;78;84390,28
202310;2;SC;10045;BRADESCO;214;3261306,13
202310;2;SC;49944;BTG PACTUAL;9;86552,24
202310;2;SC;51626;CAIXA ECONÔMICA FEDERAL;246;431931,36
202310;2;SC;51884;INTER;21;126144,79
202310;2;SC;10069;ITAU;540;1805782,67
202310;2;SC;30379;SANTANDER;501;2993404,14
202310;2;SC;51011;VOTORANTIM;131;925618,18
202310;2;SE;49906;BB;76;355023,44
202310;2;SE;13009717;BCO DO EST. DE SE S.A.;32;251060,52
202310;2;SE;17351180;BCO TRIANGULO S.A.;9;6404,63
202310;2;SE;10045;BRADESCO;21;93435,95
202310;2;SE;49944;BTG PACTUAL;1;1637,42
202310;2;SE;51626;CAIXA ECONÔMICA FEDERAL;63;72100,98
202310;2;SE;51884;INTER;8;25192,10
202310;2;SE;10069;ITAU;159;415070,48
202310;2;SE;30379;SANTANDER;136;752803,55
202310;2;SE;51011;VOTORANTIM;14;134377,58
202310;2;SP;49906;BB;1010;7950259,22
202310;2;SP;17351180;BCO TRIANGULO S.A.;302;413170,49
202310;2;SP;10045;BRADESCO;2253;28798149,49
202310;2;SP;49944;BTG PACTUAL;106;600415,53
202310;2;SP;51626;CAIXA ECONÔMICA FEDERAL;1183;1846696,75
202310;2;SP;51884;INTER;153;735541,37
202310;2;SP;10069;ITAU;6630;18943136,74
202310;2;SP;30379;SANTANDER;6612;43745513,84
202310;2;SP;51011;VOTORANTIM;904;5376863,68
202310;2;TO;49906;BB;95;608111,23
202310;2;TO;17351180;BCO TRIANGULO S.A.;7;6682,52
202310;2;TO;10045;BRADESCO;35;376454,94
202310;2;TO;49944;BTG PACTUAL;1;1792,18
202310;2;TO;51626;CAIXA ECONÔMICA FEDERAL;32;36929,39
202310;2;TO;51884;INTER;1;5120,23
202310;2;TO;10069;ITAU;26;76704,16
202310;2;TO;30379;SANTANDER;52;241164,28
202310;2;TO;51011;VOTORANTIM;15;114396,92
202311;1;AC;49906;BB;156;151302,98
202311;1;AC;30290;BMG;111;127423,58
202311;1;AC;10045;BRADESCO;34;40225,52
202311;1;AC;31976;BRB;1;753,30
202311;1;AC;49944;BTG PACTUAL;102;124658,47
202311;1;AC;51626;CAIXA ECONÔMICA FEDERAL;132;139994,19
202311;1;AC;51884;INTER;177;197682,23
202311;1;AC;10069;ITAU;45;44248,74
202311;1;AC;52058;NUBANK;479;490586,56
202311;1;AC;30379;SANTANDER;65;60047,71
202311;1;AC;3632872;SICOOB CREDISUL;7;12599,35
202311;1;AC;51011;VOTORANTIM;4;5259,56
202311;1;AL;51750;BANCO SICOOB;6;8657,50
202311;1;AL;30173;BANRISUL;3;3089,65
202311;1;AL;49906;BB;258;207612,41
202311;1;AL;30290;BMG;546;564667,11
202311;1;AL;10045;BRADESCO;132;112912,42
202311;1;AL;31976;BRB;8;7170,91
202311;1;AL;49944;BTG PACTUAL;366;349091,30
202311;1;AL;52072;C6 BANK;4;2884,71
202311;1;AL;51626;CAIXA ECONÔMICA FEDERAL;447;386359,48
202311;1;AL;51884;INTER;908;934237,07
202311;1;AL;10069;ITAU;137;131108,99
202311;1;AL;52058;NUBANK;1105;916198,71
202311;1;AL;30379;SANTANDER;187;169056,01
202311;1;AL;51011;VOTORANTIM;21;23726,06
202311;1;AM;51750;BANCO SICOOB;6;6218,79
202311;1;AM;30173;BANRISUL;1;989,83
202311;1;AM;49906;BB;351;354084,31
202311;1;AM;30290;BMG;690;913049,85
202311;1;AM;10045;BRADESCO;679;715767,02
202311;1;AM;31976;BRB;11;10910,04
202311;1;AM;49944;BTG PACTUAL;906;1182860,17
202311;1;AM;52072;C6 BANK;2;2701,61
202311;1;AM;51626;CAIXA ECONÔMICA FEDERAL;843;942833,66
202311;1;AM;2282709;COOP CENTRO NORTE BRASILEIRO;4;10446,71
202311;1;AM;51884;INTER;1619;2086630,76
202311;1;AM;10069;ITAU;638;766000,69
202311;1;AM;52058;NUBANK;3016;3162818,14
202311;1;AM;30379;SANTANDER;492;552834,26
202311;1;AM;5203605;SICOOB AMAZÔNIA;6;7592,07
202311;1;AM;3632872;SICOOB CREDISUL;1;709,33
202311;1;AM;51011;VOTORANTIM;30;43554,64
202311;1;AP;49906;BB;122;96310,92
202311;1;AP;30290;BMG;80;89225,59
202311;1;AP;10045;BRADESCO;17;17785,02
202311;1;AP;31976;BRB;2;874,68
202311;1;AP;49944;BTG PACTUAL;97;111858,11
202311;1;AP;52072;C6 BANK;1;241,47
202311;1;AP;51626;CAIXA ECONÔMICA FEDERAL;60;79655,72
202311;1;AP;51884;INTER;217;218722,00
202311;1;AP;10069;ITAU;49;38892,00
202311;1;AP;52058;NUBANK;288;247738,82
202311;1;AP;30379;SANTANDER;68;65928,24
202311;1;AP;51011;VOTORANTIM;3;3455,40
202311;1;BA;51750;BANCO SICOOB;22;26317,80
202311;1;BA;30173;BANRISUL;11;8713,69
202311;1;BA;49906;BB;1253;1118614,35
202311;1;BA;30290;BMG;1912;2286995,88
202311;1;BA;10045;BRADESCO;1033;1018451,43
202311;1;BA;31976;BRB;30;34704,17
202311;1;BA;49944;BTG PACTUAL;1838;2036566,87
202311;1;BA;52072;C6 BANK;12;9224,92
202311;1;BA;51626;CAIXA ECONÔMICA FEDERAL;2009;1879785,98
202311;1;BA;4174720;CC SICOOB COOPEMAR;2;1209,79
202311;1;BA;4321309;CC SICOOB CRED EXECUTIVO;2;3437,08
202311;1;BA;2528151;CC SICOOB CREDCOOP;1;556,90
202311;1;BA;2282165;CC SICOOB CREDICONQUISTA;4;7957,87
202311;1;BA;2876918;CC SICOOB NORTE SUL;3;1681,92
202311;1;BA;51884;INTER;3378;3724711,10
202311;1;BA;10069;ITAU;999;1033171,69
202311;1;BA;52058;NUBANK;5481;5037362,07
202311;1;BA;30379;SANTANDER;1074;1020923,31
202311;1;BA;73398646;SOC CC SICOOB COOPERE;7;10428,64
202311;1;BA;51011;VOTORANTIM;84;92291,34
202311;1;CE;51750;BANCO SICOOB;6;3802,75
202311;1;CE;30173;BANRISUL;4;2394,24
202311;1;CE;49906;BB;1094;928441,43
202311;1;CE;30290;BMG;1442;1593942,23
202311;1;CE;10045;BRADESCO;868;835397,69
202311;1;CE;31976;BRB;14;11781,61
202311;1;CE;49944;BTG PACTUAL;1371;1483801,95
202311;1;CE;52072;C6 BANK;2;1300,65
202311;1;CE;51626;CAIXA ECONÔMICA FEDERAL;1458;1373631,30
202311;1;CE;51884;INTER;3318;3454548,66
202311;1;CE;10069;ITAU;722;706371,75
202311;1;CE;52058;NUBANK;4771;4278369,40
202311;1;CE;30379;SANTANDER;857;827760,56
202311;1;CE;51011;VOTORANTIM;78;85168,05
202311;1;DF;51750;BANCO SICOOB;15;15001,58
202311;1;DF;30173;BANRISUL;6;10087,84
202311;1;DF;49906;BB;562;531885,83
202311;1;DF;30290;BMG;856;1149814,47
202311;1;DF;10045;BRADESCO;146;147114,98
202311;1;DF;31976;BRB;257;296968,82
202311;1;DF;49944;BTG PACTUAL;779;1004801,43
202311;1;DF;52072;C6 BANK;3;2442,40
202311;1;DF;51626;CAIXA ECONÔMICA FEDERAL;654;722515,66
202311;1;DF;1187961;CC DISTRITO FEDERAL E ENTORNO;6;7692,83
202311;1;DF;37079720;CCLA SICOOB CREDIJUSTRA;1;4755,08
202311;1;DF;694877;COOP SICOOB EXECUTIVO LTDA.;3;3258,29
202311;1;DF;51884;INTER;1818;2253453,59
202311;1;DF;10069;ITAU;438;530048,72
202311;1;DF;52058;NUBANK;2308;2264146,48
202311;1;DF;30379;SANTANDER;399;431819,27
202311;1;DF;3632872;SICOOB CREDISUL;1;556,76
202311;1;DF;51011;VOTORANTIM;22;26359,82
202311;1;ES;51750;BANCO SICOOB;88;82265,56
202311;1;ES;30173;BANRISUL;3;5303,68
202311;1;ES;49906;BB;191;180862,33
202311;1;ES;30290;BMG;601;762225,98
202311;1;ES;10045;BRADESCO;104;111432,82
202311;1;ES;31976;BRB;5;2345,62
202311;1;ES;49944;BTG PACTUAL;469;639298,61
202311;1;ES;51626;CAIXA ECONÔMICA FEDERAL;513;551306,80
202311;1;ES;51884;INTER;1051;1432925,44
202311;1;ES;10069;ITAU;287;324677,93
202311;1;ES;52058;NUBANK;1443;1409559,56
202311;1;ES;30379;SANTANDER;284;327116,17
202311;1;ES;3632872;SICOOB CREDISUL;1;2319,67
202311;1;ES;51011;VOTORANTIM;20;30857,12
202311;1;GO;51750;BANCO SICOOB;26;39302,61
202311;1;GO;30173;BANRISUL;1;695,71
202311;1;GO;49906;BB;400;403425,97
202311;1;GO;30290;BMG;904;1141939,74
202311;1;GO;10045;BRADESCO;272;290297,45
202311;1;GO;31976;BRB;69;116498,55
202311;1;GO;49944;BTG PACTUAL;905;1109287,56
202311;1;GO;52072;C6 BANK;3;5485,30
202311;1;GO;51626;CAIXA ECONÔMICA FEDERAL;781;730546,90
202311;1;GO;1187961;CC DISTRITO FEDERAL E ENTORNO;1;1195,65
202311;1;GO;33579731;CCLA CENTRO-SUL GOIANO;3;5742,99
202311;1;GO;2282709;COOP CENTRO NORTE BRASILEIRO;2;1614,69
202311;1;GO;694877;COOP SICOOB EXECUTIVO LTDA.;4;2589,73
202311;1;GO;51884;INTER;1724;2155015,37
202311;1;GO;10069;ITAU;627;713424,61
202311;1;GO;52058;NUBANK;2364;2211278,26
202311;1;GO;30379;SANTANDER;447;491776,55
202311;1;GO;73398646;SOC CC SICOOB COOPERE;1;2601,63
202311;1;GO;51011;VOTORANTIM;44;60997,89
202311;1;MA;51750;BANCO SICOOB;6;6616,30
202311;1;MA;30173;BANRISUL;3;1169,94
202311;1;MA;49906;BB;750;573617,71
202311;1;MA;30290;BMG;529;668247,42
202311;1;MA;10045;BRADESCO;288;256375,97
202311;1;MA;31976;BRB;5;2492,04
202311;1;MA;49944;BTG PACTUAL;504;545224,07
202311;1;MA;52072;C6 BANK;3;3343,00
202311;1;MA;51626;CAIXA ECONÔMICA FEDERAL;491;440542,52
202311;1;MA;51884;INTER;1103;1163643,11
202311;1;MA;10069;ITAU;243;234754,57
202311;1;MA;52058;NUBANK;1980;1701970,14
202311;1;MA;30379;SANTANDER;293;303680,13
202311;1;MA;51011;VOTORANTIM;18;23762,50
202311;1;MG;51750;BANCO SICOOB;217;270695,79
202311;1;MG;30173;BANRISUL;9;14147,85
202311;1;MG;49906;BB;1217;1145326,66
202311;1;MG;30290;BMG;4189;5229117,23
202311;1;MG;10045;BRADESCO;915;963552,63
202311;1;MG;31976;BRB;24;26163,84
202311;1;MG;49944;BTG PACTUAL;2311;2928076,94
202311;1;MG;52072;C6 BANK;9;9393,03
202311;1;MG;51626;CAIXA ECONÔMICA FEDERAL;2996;3147184,61
202311;1;MG;2466552;CC SICOOB VALE SUL;2;1619,95
202311;1;MG;65239402;CC UNIÃO DO CENTRO OESTE DE MINAS;3;6038,11
202311;1;MG;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;1954,62
202311;1;MG;14046512;CCLA MARGEM ESQUERDA DO URUCUI;11;13417,51
202311;1;MG;64480833;CCLA MARTINHO CAMPOS;1;1454,12
202311;1;MG;1736516;CCLA REG. CTR. E OESTE MINEIRO;2;2073,63
202311;1;MG;1703620;CCLA UNIÃO CENTRO OESTE MINAS;9;13422,96
202311;1;MG;19402130;CECM EMPR EST HOSP BH RM ZM;1;762,14
202311;1;MG;51884;INTER;8062;9006602,90
202311;1;MG;10069;ITAU;2049;2153328,41
202311;1;MG;52058;NUBANK;7144;7116850,02
202311;1;MG;30379;SANTANDER;1473;1467919,03
202311;1;MG;51011;VOTORANTIM;87;112919,28
202311;1;MS;51750;BANCO SICOOB;16;13790,73
202311;1;MS;30173;BANRISUL;3;1629,38
202311;1;MS;49906;BB;384;381923,63
202311;1;MS;30290;BMG;646;815050,53
202311;1;MS;10045;BRADESCO;345;384599,52
202311;1;MS;31976;BRB;6;9677,99
202311;1;MS;49944;BTG PACTUAL;557;678292,24
202311;1;MS;52072;C6 BANK;4;4057,81
202311;1;MS;51626;CAIXA ECONÔMICA FEDERAL;631;685027,28
202311;1;MS;51884;INTER;835;963760,69
202311;1;MS;10069;ITAU;223;276126,26
202311;1;MS;52058;NUBANK;1853;1745147,11
202311;1;MS;30379;SANTANDER;361;411225,43
202311;1;MS;51011;VOTORANTIM;31;32350,94
202311;1;MT;51750;BANCO SICOOB;29;34225,63
202311;1;MT;30173;BANRISUL;1;965,85
202311;1;MT;49906;BB;426;487224,21
